source.message,dataset,timestamp,$workers.truncated,$workers.event.request.url,$workers.event.request.method,$workers.event.request.path,$workers.outcome,$workers.scriptName,$workers.eventType,$workers.executionModel,$workers.scriptVersion.id,$workers.requestId,$metadata.id,$metadata.requestId,$metadata.trigger,$metadata.service,$metadata.message,$metadata.account,$metadata.type,$metadata.fingerprint,$metadata.origin,$metadata.messageTemplate,$metadata.startTime,$metadata.endTime,$metadata.now
"[route-metrics] {""windowMs"":83223,""requestCount"":9,""routes"":[{""method"":""GET"",""route"":""/api/unread-count"",""count"":2,""avgMs"":315,""maxMs"":315,""statusCounts"":{""200"":2}},{""method"":""GET"",""route"":""/api/profiles"",""count"":2,""avgMs"":466,""maxMs"":482,""statusCounts"":{""200"":2}},{""method"":""GET"",""route"":""/api/notifications/ws"",""count"":1,""avgMs"":143,""maxMs"":143,""statusCounts"":{""101"":1}},{""method"":""GET"",""route"":""/api/visits"",""count"":1,""avgMs"":330,""maxMs"":330,""statusCounts"":{""200"":1}},{""method"":""GET"",""route"":""/api/stories"",""count"":1,""avgMs"":302,""maxMs"":302,""statusCounts"":{""200"":1}},{""method"":""GET"",""route"":""/api/messages"",""count"":1,""avgMs"":294,""maxMs"":294,""statusCounts"":{""200"":1}},{""method"":""GET"",""route"":""/api/gifts/received/:userId"",""count"":1,""avgMs"":303,""maxMs"":303,""statusCounts"":{""200"":1}}]}",cloudflare-workers,2026-04-02T23:13:14.449Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/unread-count,GET,/api/unread-count,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e6385df4b81a78a,01KN87HT6HP12AMJMBED3WE2C9,9e6385df4b81a78a,GET /api/unread-count,mansion-deseo-api-production,"[route-metrics] {""windowMs"":83223,""requestCount"":9,""routes"":[{""method"":""GET"",""route"":""/api/unread-count"",""count"":2,""avgMs"":315,""maxMs"":315,""statusCounts"":{""200"":2}},{""method"":""GET"",""route"":""/api/profiles"",""count"":2,""avgMs"":466,""maxMs"":482,""statusCounts"":{""200"":2}},{""method"":""GET"",""route"":""/api/notifications/ws"",""count"":1,""avgMs"":143,""maxMs"":143,""statusCounts"":{""101"":1}},{""method"":""GET"",""route"":""/api/visits"",""count"":1,""avgMs"":330,""maxMs"":330,""statusCounts"":{""200"":1}},{""method"":""GET"",""route"":""/api/stories"",""count"":1,""avgMs"":302,""maxMs"":302,""statusCounts"":{""200"":1}},{""method"":""GET"",""route"":""/api/messages"",""count"":1,""avgMs"":294,""maxMs"":294,""statusCounts"":{""200"":1}},{""method"":""GET"",""route"":""/api/gifts/received/:userId"",""count"":1,""avgMs"":303,""maxMs"":303,""statusCounts"":{""200"":1}}]}",f251d9341172cd4fa210cc7a0308adc6,cf-worker,b736bad4064d7d407ec5325526018f20,fetch,"[route-metrics] {""windowMs"":83223,""requestCount"":9,""routes"":[{""method"":""GET"",""route"":""/api/unread-count"",""count"":2,""avgMs"":315,""maxMs"":315,""statusCounts"":{""200"":2}},{""method"":""GET"",""route"":""/api/profiles"",""count"":2,""avgMs"":466,""maxMs"":482,""statusCounts"":{""200"":2}},{""method"":""GET"",""route"":""/api/notifications/ws"",""count"":1,""avgMs"":143,""maxMs"":143,""statusCounts"":{""101"":1}},{""method"":""GET"",""route"":""/api/visits"",""count"":1,""avgMs"":330,""maxMs"":330,""statusCounts"":{""200"":1}},{""method"":""GET"",""route"":""/api/stories"",""count"":1,""avgMs"":302,""maxMs"":302,""statusCounts"":{""200"":1}},{""method"":""GET"",""route"":""/api/messages"",""count"":1,""avgMs"":294,""maxMs"":294,""statusCounts"":{""200"":1}},{""method"":""GET"",""route"":""/api/gifts/received/:userId"",""count"":1,""avgMs"":303,""maxMs"":303,""statusCounts"":{""200"":1}}]}",undefined,undefined,undefined
websocket:close,cloudflare-workers,2026-04-02T23:13:14.389Z,false,,,,ok,mansion-deseo-api-production,websocket,durableObject,85ef149b-3cc8-40c2-bcef-c52918c758d5,TBTZDDITKVY1WR3S,01KN87PSSS7WEGV9G7D7F8DNJ9,TBTZDDITKVY1WR3S,mansion-deseo-api-production,mansion-deseo-api-production,websocket:close,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,websocket,websocket:close,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/notifications/ws?token=REDACTED.REDACTED.REDACTED,cloudflare-workers,2026-04-02T23:13:14.317Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/notifications/ws?token=REDACTED.REDACTED.REDACTED,GET,/api/notifications/ws,canceled,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e6385e0099314a0,01KN87SFNECYQVVATP0CASQV94,9e6385e0099314a0,GET /api/notifications/ws,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/notifications/ws?token=REDACTED.REDACTED.REDACTED,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/notifications/ws?token=REDACTED.REDACTED.REDACTED,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/notifications/ws?token=REDACTED.REDACTED.REDACTED,cloudflare-workers,2026-04-02T23:13:14.158Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/notifications/ws?token=REDACTED.REDACTED.REDACTED,GET,/api/notifications/ws,responseStreamDisconnected,mansion-deseo-api-production,fetch,durableObject,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e6385e0099314a0,01KN87PSSS7WEGV9G7D7F8DNJA,9e6385e0099314a0,GET /api/notifications/ws,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/notifications/ws?token=REDACTED.REDACTED.REDACTED,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/notifications/ws?token=REDACTED.REDACTED.REDACTED,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/unread-count,cloudflare-workers,2026-04-02T23:13:14.133Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/unread-count,GET,/api/unread-count,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e6385df4b81a78a,01KN87HSWNBQ17VTGQ3ZP0H5N0,9e6385df4b81a78a,GET /api/unread-count,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/unread-count,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/unread-count,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/profiles,cloudflare-workers,2026-04-02T23:13:14.132Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/profiles,GET,/api/profiles,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e6385df3b80a78a,01KN87HT6HP12AMJMBED3WE2CB,9e6385df3b80a78a,GET /api/profiles,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/profiles,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/profiles,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/visits,cloudflare-workers,2026-04-02T23:13:14.127Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/visits,GET,/api/visits,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e6385df3b7fa78a,01KN87HT6HP12AMJMBED3WE2CA,9e6385df3b7fa78a,GET /api/visits,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/visits,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/visits,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/profiles,cloudflare-workers,2026-04-02T23:12:15.318Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/profiles,GET,/api/profiles,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e63846fbcbda78a,01KN87G0EP2ER4KY6EG0E5XHXD,9e63846fbcbda78a,GET /api/profiles,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/profiles,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/profiles,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/gifts/received/REDACTED,cloudflare-workers,2026-04-02T23:12:13.966Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/gifts/received/REDACTED,GET,/api/gifts/received/REDACTED,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e6384674bbfa78a,01KN87FZ4EM2K9YRJNHZP8VTKP,9e6384674bbfa78a,GET /api/gifts/received/REDACTED,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/gifts/received/REDACTED,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/gifts/received/REDACTED,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages,cloudflare-workers,2026-04-02T23:12:12.169Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages,GET,/api/messages,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e63845c09ffa78a,01KN87FXC956S4ZYGSYJZPE8DV,9e63845c09ffa78a,GET /api/messages,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/messages,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/stories?page=1&limit=100,cloudflare-workers,2026-04-02T23:12:10.713Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/stories?page=1&limit=100,GET,/api/stories,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e638452e8aaa78a,01KN87FVYS6CXYAJSKDM9H7FRD,9e638452e8aaa78a,GET /api/stories,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/stories?page=1&limit=100,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/stories?page=1&limit=100,undefined,undefined,undefined
"[route-metrics] {""windowMs"":120389,""requestCount"":1,""routes"":[{""method"":""GET"",""route"":""/api/app/bootstrap"",""count"":1,""avgMs"":311,""maxMs"":311,""statusCounts"":{""200"":1}}]}",cloudflare-workers,2026-04-02T23:11:54.994Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/app/bootstrap,GET,/api/app/bootstrap,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e6383eebf183557,01KN87FCKJE8K4422ZF7QCZMCM,9e6383eebf183557,GET /api/app/bootstrap,mansion-deseo-api-production,"[route-metrics] {""windowMs"":120389,""requestCount"":1,""routes"":[{""method"":""GET"",""route"":""/api/app/bootstrap"",""count"":1,""avgMs"":311,""maxMs"":311,""statusCounts"":{""200"":1}}]}",f251d9341172cd4fa210cc7a0308adc6,cf-worker,b736bad4064d7d407ec5325526018f20,fetch,"[route-metrics] {""windowMs"":120389,""requestCount"":1,""routes"":[{""method"":""GET"",""route"":""/api/app/bootstrap"",""count"":1,""avgMs"":311,""maxMs"":311,""statusCounts"":{""200"":1}}]}",undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/app/bootstrap,cloudflare-workers,2026-04-02T23:11:54.683Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/app/bootstrap,GET,/api/app/bootstrap,ok,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e6383eebf183557,01KN87FC9VNT50SW665H09J4RB,9e6383eebf183557,GET /api/app/bootstrap,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/app/bootstrap,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/app/bootstrap,undefined,undefined,undefined
websocket:close,cloudflare-workers,2026-04-02T23:11:53.914Z,false,,,,ok,mansion-deseo-api-production,websocket,durableObject,85ef149b-3cc8-40c2-bcef-c52918c758d5,DRK1GZ4NR8GC3Q30,01KN87HDETNCBB3QNW460DVF9D,DRK1GZ4NR8GC3Q30,mansion-deseo-api-production,mansion-deseo-api-production,websocket:close,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,websocket,websocket:close,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/notifications/ws?token=REDACTED.REDACTED.REDACTED,cloudflare-workers,2026-04-02T23:11:53.840Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/notifications/ws?token=REDACTED.REDACTED.REDACTED,GET,/api/notifications/ws,canceled,mansion-deseo-api-production,fetch,stateless,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e6383e95cffdd2e,01KN87GKHT6EKT7WCYEH1SVAD6,9e6383e95cffdd2e,GET /api/notifications/ws,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/notifications/ws?token=REDACTED.REDACTED.REDACTED,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/notifications/ws?token=REDACTED.REDACTED.REDACTED,undefined,undefined,undefined
GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/notifications/ws?token=REDACTED.REDACTED.REDACTED,cloudflare-workers,2026-04-02T23:11:53.799Z,false,https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/notifications/ws?token=REDACTED.REDACTED.REDACTED,GET,/api/notifications/ws,responseStreamDisconnected,mansion-deseo-api-production,fetch,durableObject,85ef149b-3cc8-40c2-bcef-c52918c758d5,9e6383e95cffdd2e,01KN87HDETNCBB3QNW460DVF9E,9e6383e95cffdd2e,GET /api/notifications/ws,mansion-deseo-api-production,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/notifications/ws?token=REDACTED.REDACTED.REDACTED,f251d9341172cd4fa210cc7a0308adc6,cf-worker-event,b736bad4064d7d407ec5325526018f20,fetch,GET https://mansion-deseo-api-production.green-silence-8594.workers.dev/api/notifications/ws?token=REDACTED.REDACTED.REDACTED,undefined,undefined,undefined
